Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
53,Yes,Travel_Frequently,409,Research & Development,13,3,Life Sciences,1,432,4,Female,34,1,1,Sales Representative,3,Married,2072,13111,8,Y,No,23,3,1,80,2,25,1,1,20,9,9,0
50,No,Travel_Rarely,760,Research & Development,1,4,Marketing,1,433,4,Male,79,2,3,Laboratory Technician,3,Single,14353,23850,2,Y,No,11,3,3,80,0,31,2,4,31,14,14,12
47,No,Travel_Rarely,852,Research & Development,10,2,Life Sciences,1,434,1,Female,53,1,3,Research Scientist,3,Married,16907,6547,9,Y,No,21,3,4,80,1,2,6,2,1,1,1,1
54,No,Travel_Rarely,371,Research & Development,15,3,Life Sciences,1,435,3,Male,76,3,5,Manufacturing Director,4,Divorced,3741,21607,4,Y,No,13,3,1,80,3,37,4,2,19,5,7,15
40,No,Non-Travel,1037,Sales,27,3,Life Sciences,1,436,4,Male,47,3,1,Manufacturing Director,1,Married,2881,14300,6,Y,No,12,3,1,80,2,34,0,4,10,6,6,10
27,No,Travel_Frequently,1325,Sales,27,3,Life Sciences,1,437,3,Female,57,2,5,Sales Executive,4,Married,5729,15804,3,Y,No,22,3,3,80,2,17,6,4,17,6,0,2
22,Yes,Travel_Rarely,131,Research & Development,7,1,Other,1,438,4,Male,34,1,1,Human Resources,1,Married,2978,23094,6,Y,No,20,3,3,80,0,39,4,1,10,3,10,7
53,No,Travel_Rarely,542,Research & Development,28,5,Life Sciences,1,439,4,Male,59,4,4,Research Scientist,3,Married,13164,16954,7,Y,No,15,3,2,80,2,34,6,4,34,12,11,5
51,No,Travel_Rarely,261,Research & Development,22,3,Technical Degree,1,440,3,Female,30,3,1,Sales Executive,1,Married,12879,10180,9,Y,No,23,3,4,80,2,35,4,4,35,14,3,4
48,No,Travel_Frequently,866,Sales,18,4,Life Sciences,1,441,3,Male,75,1,2,Manager,4,Divorced,17711,17870,9,Y,Yes,18,3,4,80,2,37,3,1,37,17,3,14
27,No,Travel_Frequently,353,Research & Development,16,2,Other,1,442,1,Male,98,2,3,Human Resources,2,Married,4726,20144,3,Y,No,25,3,2,80,0,28,3,4,11,11,11,8
36,No,Travel_Rarely,620,Research & Development,14,4,Marketing,1,443,4,Male,60,2,4,Manager,4,Married,2383,9483,4,Y,No,19,3,3,80,1,30,5,4,30,6,8,4
49,Yes,Travel_Frequently,1076,Sales,27,1,Technical Degree,1,444,2,Male,99,4,3,Manager,4,Married,9688,21878,2,Y,Yes,19,3,4,80,0,38,6,4,35,9,9,9
18,No,Travel_Frequently,109,Research & Development,28,1,Life Sciences,1,445,2,Male,85,3,5,Manufacturing Director,4,Married,17843,13868,4,Y,No,11,3,3,80,3,39,6,1,29,15,1,5
22,No,Travel_Rarely,825,Human Resources,18,4,Medical,1,446,4,Male,57,4,4,Research Director,4,Divorced,14436,4294,7,Y,No,11,3,4,80,2,6,0,4,3,3,3,3
21,No,Travel_Rarely,604,Research & Development,27,5,Life Sciences,1,447,4,Female,45,4,2,Sales Executive,4,Married,2949,14236,2,Y,No,11,3,1,80,2,7,5,2,1,1,1,1
33,No,Travel_Rarely,884,Research & Development,7,1,Other,1,448,4,Male,83,4,3,Healthcare Representative,1,Divorced,3376,19461,4,Y,No,11,3,1,80,1,31,0,4,12,10,2,11
41,No,Travel_Rarely,535,Human Resources,17,1,Medical,1,449,3,Male,82,4,1,Manufacturing Director,1,Married,12437,25101,9,Y,Yes,19,4,4,80,2,35,1,2,25,5,9,5
33,No,Travel_Frequently,1234,Research & Development,29,4,Marketing,1,450,2,Male,41,2,1,Sales Executive,2,Divorced,17640,8145,0,Y,No,11,3,4,80,1,32,0,4,28,9,14,0
19,No,Travel_Rarely,252,Sales,18,1,Technical Degree,1,451,2,Male,49,3,1,Laboratory Technician,4,Married,17871,6209,1,Y,Yes,17,3,4,80,2,36,6,1,35,18,4,17
45,No,Travel_Rarely,1016,Research & Development,12,5,Life Sciences,1,452,2,Female,63,4,4,Laboratory Technician,4,Single,13664,21118,2,Y,Yes,16,3,2,80,2,31,1,2,27,13,11,1
49,No,Travel_Rarely,968,Research & Development,8,5,Technical Degree,1,453,4,Female,82,3,2,Manufacturing Director,2,Divorced,8977,8465,0,Y,No,19,3,4,80,0,35,1,4,7,5,6,4
44,No,Travel_Rarely,1225,Research & Development,22,5,Technical Degree,1,454,3,Male,93,2,2,Sales Executive,2,Married,17301,21895,8,Y,No,21,3,2,80,0,33,0,4,4,3,4,4
37,No,Travel_Rarely,852,Sales,2,2,Technical Degree,1,455,4,Male,52,2,2,Manager,3,Divorced,15752,8681,8,Y,Yes,19,3,2,80,3,31,1,4,31,14,4,11
41,No,Travel_Rarely,1314,Research & Development,7,5,Medical,1,456,1,Male,56,1,3,Sales Executive,2,Married,2377,12701,4,Y,No,14,4,1,80,1,31,4,4,29,4,3,11
29,Yes,Travel_Rarely,662,Sales,4,5,Life Sciences,1,457,1,Female,46,1,4,Research Scientist,2,Single,3235,17328,3,Y,No,19,3,4,80,3,13,1,1,13,13,13,10
52,No,Travel_Rarely,1204,Research & Development,18,2,Life Sciences,1,458,2,Male,77,3,1,Sales Representative,2,Married,12697,16024,4,Y,Yes,24,3,1,80,0,9,4,3,9,6,8,6
50,No,Travel_Rarely,588,Research & Development,28,3,Human Resources,1,459,4,Male,50,1,3,Laboratory Technician,3,Married,4621,11174,3,Y,Yes,25,3,1,80,1,37,4,2,9,1,5,1
50,No,Travel_Rarely,994,Sales,6,1,Marketing,1,460,1,Male,79,4,2,Research Scientist,1,Divorced,13208,3977,4,Y,No,23,3,2,80,0,28,4,4,5,5,5,5
60,No,Travel_Rarely,1211,Research & Development,27,5,Medical,1,461,1,Female,69,3,1,Sales Executive,3,Married,11043,6915,6,Y,Yes,24,3,3,80,1,37,2,1,15,1,5,3
54,No,Travel_Rarely,1317,Sales,9,1,Other,1,462,4,Female,32,2,4,Manufacturing Director,1,Married,12578,5916,7,Y,No,16,3,2,80,2,25,5,3,25,8,10,1
29,Yes,Travel_Rarely,203,Research & Development,27,4,Life Sciences,1,463,3,Female,46,2,5,Human Resources,2,Married,2068,10432,1,Y,No,15,4,1,80,3,21,6,1,20,4,5,16
20,No,Travel_Rarely,1219,Research & Development,9,1,Other,1,464,4,Male,90,4,2,Sales Representative,3,Married,19037,20194,3,Y,No,19,3,2,80,3,35,2,4,35,2,5,7
18,No,Travel_Rarely,1321,Research & Development,14,2,Other,1,465,4,Male,79,1,2,Healthcare Representative,3,Single,14124,24101,7,Y,No,25,3,2,80,1,40,6,3,40,1,0,4
50,No,Travel_Rarely,1124,Sales,8,1,Other,1,466,3,Male,35,3,2,Sales Executive,1,Single,19204,4571,6,Y,No,17,3,2,80,3,29,6,2,29,13,15,9
57,Yes,Travel_Frequently,1106,Sales,19,1,Human Resources,1,467,2,Female,57,3,2,Research Scientist,3,Married,3202,15229,8,Y,Yes,19,3,4,80,0,12,1,2,4,4,4,4
27,No,Travel_Rarely,506,Research & Development,3,1,Life Sciences,1,468,2,Female,84,4,1,Sales Executive,3,Single,17560,11749,4,Y,No,15,3,2,80,3,35,5,1,9,9,5,1
60,No,Travel_Rarely,266,Research & Development,18,3,Life Sciences,1,469,2,Male,87,1,4,Research Scientist,4,Single,17137,12531,5,Y,No,14,3,1,80,1,30,6,2,30,16,3,6
46,Yes,Travel_Frequently,608,Research & Development,5,3,Technical Degree,1,470,3,Male,74,3,3,Research Scientist,1,Single,5191,17426,7,Y,Yes,20,3,2,80,3,40,5,2,10,10,1,1
30,No,Travel_Rarely,412,Research & Development,14,4,Life Sciences,1,471,1,Male,48,4,1,Research Scientist,3,Divorced,19937,11596,4,Y,No,13,3,4,80,3,37,5,3,37,5,5,12
29,Yes,Travel_Rarely,862,Research & Development,28,2,Life Sciences,1,472,3,Male,58,3,4,Manufacturing Director,3,Single,4877,2462,8,Y,Yes,15,3,1,80,0,27,0,2,6,5,0,3
48,Yes,Non-Travel,780,Research & Development,4,1,Human Resources,1,473,4,Male,52,2,3,Research Scientist,2,Single,9515,21327,3,Y,Yes,19,3,2,80,2,11,1,3,11,11,11,11
19,No,Travel_Frequently,576,Research & Development,7,1,Life Sciences,1,474,3,Male,61,3,2,Manufacturing Director,4,Single,6959,15692,7,Y,No,13,4,1,80,0,40,2,3,40,1,0,9
52,No,Travel_Rarely,172,Sales,20,1,Other,1,475,1,Male,39,3,4,Research Director,4,Married,9923,4841,2,Y,No,11,3,4,80,3,16,5,3,7,7,4,7
40,No,Travel_Rarely,1264,Sales,25,1,Other,1,476,1,Male,78,3,2,Manufacturing Director,2,Married,15150,9656,4,Y,No,12,3,3,80,3,27,6,2,27,13,5,13
34,Yes,Travel_Rarely,681,Research & Development,28,3,Other,1,477,4,Female,94,1,4,Healthcare Representative,2,Single,12546,9233,7,Y,Yes,20,3,4,80,2,15,5,1,15,1,1,11
43,Yes,Travel_Rarely,361,Sales,12,4,Human Resources,1,478,2,Male,58,1,5,Healthcare Representative,2,Married,17163,12104,9,Y,No,15,3,4,80,2,35,6,1,2,2,2,2
25,Yes,Travel_Rarely,1463,Research & Development,2,5,Other,1,479,1,Male,88,4,2,Research Scientist,2,Married,3318,8798,6,Y,Yes,13,3,1,80,0,36,3,2,36,15,7,7
46,No,Travel_Rarely,1431,Research & Development,11,2,Human Resources,1,480,1,Male,74,1,2,Sales Executive,4,Married,7639,3981,0,Y,No,16,3,1,80,2,40,5,3,31,17,3,16
43,No,Travel_Rarely,344,Sales,14,1,Marketing,1,481,1,Female,96,3,2,Sales Executive,3,Married,11702,14069,3,Y,No,25,3,3,80,0,39,5,2,20,5,11,17
27,No,Travel_Rarely,1460,Sales,22,4,Life Sciences,1,482,4,Female,80,3,1,Research Scientist,3,Married,15787,18537,1,Y,No,25,3,3,80,1,17,3,4,17,16,3,9
43,Yes,Travel_Frequently,660,Research & Development,23,5,Other,1,483,1,Male,40,1,3,Manufacturing Director,2,Single,12534,2638,1,Y,No,21,3,3,80,3,22,1,1,10,10,9,10
51,No,Travel_Rarely,1199,Research & Development,16,4,Other,1,484,2,Male,35,1,2,Sales Representative,1,Married,14425,21542,6,Y,No,18,3,4,80,2,23,2,3,7,7,7,1
58,No,Travel_Rarely,274,Research & Development,20,3,Medical,1,485,4,Male,96,3,2,Research Director,2,Divorced,19416,24924,2,Y,No,16,3,4,80,1,11,4,2,11,9,4,11
24,No,Travel_Rarely,208,Research & Development,29,5,Life Sciences,1,486,2,Female,91,3,1,Sales Executive,3,Married,17742,15649,2,Y,No,20,3,3,80,1,31,2,3,1,1,1,1
21,No,Travel_Rarely,282,Research & Development,6,4,Marketing,1,487,1,Female,34,2,1,Human Resources,1,Married,9638,24281,5,Y,No,19,4,3,80,0,40,1,4,40,17,3,11
28,No,Travel_Rarely,291,Research & Development,23,3,Life Sciences,1,488,1,Female,38,4,5,Research Scientist,2,Divorced,9369,19708,5,Y,No,25,3,3,80,0,21,2,3,21,10,10,12
46,No,Travel_Rarely,164,Research & Development,4,4,Other,1,489,2,Male,57,1,4,Manager,1,Married,13020,26020,0,Y,No,16,4,2,80,2,26,3,4,8,8,8,3
53,No,Travel_Rarely,1062,Research & Development,15,4,Other,1,490,4,Female,67,4,2,Sales Executive,2,Single,8962,16907,0,Y,No,24,3,2,80,0,13,5,1,13,3,13,13
42,No,Travel_Rarely,1223,Human Resources,24,5,Life Sciences,1,491,4,Female,72,3,4,Sales Executive,4,Married,4310,15427,5,Y,Yes,15,4,3,80,1,22,5,3,14,14,4,14
38,No,Travel_Rarely,963,Sales,25,3,Technical Degree,1,492,2,Female,50,4,1,Research Scientist,3,Married,12236,19036,6,Y,Yes,14,3,4,80,1,22,4,2,10,5,9,10
53,Yes,Travel_Rarely,1251,Research & Development,1,1,Life Sciences,1,493,1,Male,91,1,1,Manager,2,Divorced,7828,16778,8,Y,No,12,3,1,80,3,33,1,3,12,7,2,5
27,No,Travel_Rarely,468,Research & Development,7,2,Technical Degree,1,494,3,Male,75,1,5,Research Scientist,1,Married,12791,24541,3,Y,No,16,3,4,80,1,27,5,3,27,17,7,5
54,No,Travel_Rarely,950,Sales,25,5,Life Sciences,1,495,2,Male,99,4,3,Sales Executive,3,Single,3778,10955,9,Y,No,12,3,1,80,2,24,1,4,24,18,5,4
26,No,Non-Travel,142,Sales,12,3,Technical Degree,1,496,2,Male,67,1,1,Sales Representative,2,Married,11501,26927,5,Y,No,15,3,3,80,3,36,0,4,36,17,7,1
41,No,Travel_Rarely,587,Research & Development,10,4,Life Sciences,1,497,2,Male,78,2,2,Research Director,2,Divorced,19573,19548,2,Y,No,11,3,2,80,0,31,6,2,5,5,5,1
52,No,Travel_Rarely,177,Human Resources,5,3,Life Sciences,1,498,1,Female,68,3,5,Sales Executive,2,Single,4354,3144,3,Y,No,13,3,2,80,3,36,4,1,36,6,14,4
52,No,Travel_Rarely,925,Research & Development,12,2,Life Sciences,1,499,4,Female,100,3,3,Healthcare Representative,2,Divorced,3674,22516,8,Y,No,20,3,1,80,1,32,6,1,32,16,4,2
53,No,Travel_Rarely,1393,Sales,18,2,Life Sciences,1,500,1,Female,59,1,5,Research Scientist,4,Married,11793,23624,0,Y,Yes,15,3,3,80,2,24,1,4,24,2,6,5
35,No,Non-Travel,773,Sales,10,1,Marketing,1,501,2,Male,50,3,1,Research Scientist,3,Divorced,13375,16386,4,Y,No,23,3,2,80,0,37,2,2,22,14,9,10
56,No,Travel_Rarely,800,Research & Development,6,1,Life Sciences,1,502,1,Male,30,2,3,Laboratory Technician,4,Married,19935,17850,6,Y,No,23,3,3,80,0,7,2,3,7,3,6,4
49,No,Travel_Frequently,858,Research & Development,28,2,Medical,1,503,1,Female,61,1,4,Laboratory Technician,3,Married,10334,6116,2,Y,No,17,3,3,80,1,16,2,2,16,15,5,16
41,No,Travel_Rarely,827,Research & Development,12,5,Other,1,504,2,Male,37,2,3,Laboratory Technician,2,Married,6449,10430,1,Y,No,18,3,1,80,2,30,2,2,30,13,13,13
40,No,Travel_Rarely,1438,Research & Development,7,5,Other,1,505,1,Male,98,2,2,Laboratory Technician,3,Divorced,8119,4728,1,Y,Yes,17,4,3,80,1,25,1,2,25,16,11,9
49,No,Travel_Rarely,1024,Research & Development,18,4,Other,1,506,3,Female,59,3,4,Laboratory Technician,1,Married,19824,9382,0,Y,Yes,17,3,3,80,1,40,3,1,10,8,9,2
54,No,Travel_Frequently,1001,Research & Development,2,1,Other,1,507,1,Female,37,3,4,Healthcare Representative,3,Married,18780,11086,4,Y,No,21,3,1,80,2,29,4,3,29,6,13,15
29,Yes,Travel_Rarely,988,Research & Development,10,4,Life Sciences,1,508,1,Male,48,4,2,Healthcare Representative,1,Single,12504,3579,2,Y,Yes,25,3,2,80,1,30,2,2,10,10,10,10
30,Yes,Travel_Rarely,1092,Research & Development,15,1,Life Sciences,1,509,4,Female,88,2,4,Laboratory Technician,1,Single,10638,21301,6,Y,Yes,12,3,4,80,2,2,1,1,2,2,2,2
40,No,Non-Travel,1291,Research & Development,12,2,Medical,1,510,4,Female,84,3,1,Sales Executive,4,Married,16542,19150,0,Y,No,16,3,3,80,2,39,5,1,39,16,5,3
42,No,Travel_Rarely,438,Research & Development,26,5,Other,1,511,2,Female,59,2,3,Manufacturing Director,3,Single,19832,14260,8,Y,No,15,3,1,80,1,39,5,4,39,8,8,10
52,No,Travel_Rarely,292,Research & Development,17,5,Other,1,512,2,Female,65,4,3,Healthcare Representative,2,Divorced,12374,22900,1,Y,No,21,3,2,80,1,25,1,3,20,11,15,7
58,Yes,Travel_Rarely,382,Research & Development,4,2,Life Sciences,1,513,4,Male,84,2,2,Manufacturing Director,3,Married,13108,19892,7,Y,Yes,25,3,3,80,3,34,2,2,34,11,10,15
47,No,Non-Travel,1459,Sales,7,4,Life Sciences,1,514,3,Female,73,1,1,Laboratory Technician,4,Divorced,2325,24593,9,Y,No,19,3,4,80,0,27,0,3,27,7,13,7
34,No,Travel_Rarely,489,Research & Development,9,4,Life Sciences,1,515,1,Male,56,4,4,Research Scientist,1,Single,6213,5988,3,Y,No,22,3,2,80,0,21,1,4,21,9,14,8
37,No,Travel_Frequently,1099,Sales,19,3,Technical Degree,1,516,3,Male,83,4,3,Manufacturing Director,1,Single,14521,5940,5,Y,No,20,3,1,80,2,17,4,4,17,11,11,13
42,No,Travel_Frequently,624,Research & Development,28,1,Marketing,1,517,3,Female,77,2,3,Research Scientist,4,Single,1693,16575,8,Y,No,21,4,3,80,3,34,4,2,22,4,3,7
39,No,Travel_Rarely,1363,Research & Development,27,4,Life Sciences,1,518,4,Male,59,2,3,Sales Representative,4,Divorced,7449,11480,6,Y,No,14,3,1,80,2,25,0,1,25,0,12,15
30,No,Travel_Rarely,758,Human Resources,23,2,Medical,1,519,2,Female,68,3,3,Manufacturing Director,3,Married,12744,20502,7,Y,No,22,4,4,80,3,34,5,4,34,8,5,1
36,No,Travel_Rarely,815,Sales,7,4,Technical Degree,1,520,1,Female,42,1,5,Research Scientist,1,Single,4096,19835,6,Y,No,17,3,4,80,2,28,5,1,28,14,5,17
53,No,Travel_Rarely,990,Research & Development,23,5,Human Resources,1,521,2,Female,45,4,2,Laboratory Technician,4,Divorced,10876,25954,1,Y,Yes,21,3,1,80,0,14,1,4,10,1,10,10
29,Yes,Travel_Frequently,1212,Research & Development,2,1,Life Sciences,1,522,3,Female,73,4,4,Manager,3,Divorced,19506,17090,8,Y,Yes,18,3,3,80,3,7,0,3,0,0,0,0
58,No,Travel_Frequently,1218,Research & Development,6,3,Other,1,523,3,Male,100,4,4,Research Scientist,3,Divorced,18350,10142,0,Y,Yes,24,3,1,80,1,22,1,2,15,3,15,0
36,Yes,Travel_Rarely,551,Sales,18,1,Marketing,1,524,2,Male,56,3,2,Laboratory Technician,2,Single,6787,2662,1,Y,Yes,16,3,2,80,1,24,1,4,24,2,12,4
29,No,Travel_Rarely,527,Research & Development,6,5,Human Resources,1,525,2,Male,74,1,1,Manufacturing Director,1,Married,17038,8584,2,Y,Yes,13,3,1,80,0,37,0,3,37,15,3,12
26,No,Travel_Rarely,1274,Research & Development,13,5,Human Resources,1,526,4,Male,64,4,2,Healthcare Representative,3,Married,9088,25947,2,Y,No,21,3,4,80,3,30,5,4,17,7,2,5
24,No,Travel_Rarely,1499,Sales,26,5,Life Sciences,1,527,2,Male,57,4,3,Sales Executive,4,Married,4103,4039,9,Y,Yes,15,3,3,80,1,29,6,2,15,6,14,9
45,No,Travel_Rarely,1145,Sales,19,5,Life Sciences,1,528,2,Male,36,3,3,Laboratory Technician,1,Single,15830,18885,3,Y,No,11,3,3,80,1,18,3,3,18,11,2,8
31,No,Travel_Rarely,982,Research & Development,2,2,Technical Degree,1,529,4,Female,91,2,2,Sales Representative,4,Single,8591,6322,4,Y,No,24,3,4,80,1,15,2,1,15,11,9,5
48,No,Travel_Rarely,412,Research & Development,12,3,Life Sciences,1,530,2,Female,80,4,2,Research Director,4,Divorced,10021,14039,5,Y,Yes,23,3,4,80,0,24,2,4,4,3,4,0
36,No,Travel_Rarely,939,Sales,15,5,Other,1,531,3,Female,75,1,4,Manufacturing Director,3,Single,1896,10899,0,Y,No,18,3,2,80,2,28,2,4,26,14,3,17
33,No,Travel_Rarely,618,Sales,14,5,Technical Degree,1,532,2,Female,49,1,4,Human Resources,3,Married,12929,9225,7,Y,Yes,22,3,4,80,1,21,0,3,5,5,5,5
22,No,Travel_Rarely,1329,Sales,6,4,Other,1,533,1,Male,67,1,5,Laboratory Technician,2,Married,7024,26775,5,Y,No,22,4,4,80,1,33,1,2,33,2,3,9
52,No,Travel_Rarely,474,Research & Development,18,3,Life Sciences,1,534,3,Male,90,1,5,Laboratory Technician,4,Married,15539,4312,9,Y,No,22,3,4,80,2,15,6,4,15,6,5,11
29,No,Travel_Frequently,550,Research & Development,5,1,Life Sciences,1,535,4,Male,61,3,3,Laboratory Technician,3,Married,18268,17069,8,Y,Yes,21,4,3,80,1,40,6,3,22,5,12,14
42,No,Travel_Rarely,1114,Research & Development,18,3,Technical Degree,1,536,3,Female,55,4,5,Sales Executive,2,Married,13462,17703,4,Y,No,12,3,4,80,3,37,1,2,31,0,14,16
38,No,Non-Travel,694,Human Resources,3,3,Life Sciences,1,537,4,Male,87,3,5,Research Scientist,1,Married,8517,9805,6,Y,No,23,3,1,80,1,28,4,4,22,7,3,2
53,Yes,Travel_Frequently,1302,Research & Development,3,3,Technical Degree,1,538,1,Female,68,1,1,Laboratory Technician,2,Married,1565,14085,3,Y,Yes,20,3,1,80,2,19,6,3,19,0,5,14
40,No,Travel_Rarely,1333,Sales,22,5,Other,1,539,1,Male,49,1,2,Manager,2,Married,9909,22835,5,Y,No,17,3,3,80,0,21,1,2,18,15,1,0
33,No,Travel_Frequently,599,Sales,22,5,Medical,1,540,3,Male,79,1,4,Healthcare Representative,4,Divorced,1726,14199,5,Y,No,19,3,2,80,0,28,5,4,28,2,3,10
56,No,Travel_Rarely,563,Sales,10,2,Human Resources,1,541,2,Male,81,3,5,Manufacturing Director,1,Married,4674,18971,3,Y,Yes,11,3,2,80,3,7,3,4,7,1,1,5
59,No,Travel_Rarely,1247,Research & Development,19,1,Life Sciences,1,542,3,Male,51,1,4,Research Scientist,4,Married,14900,17332,5,Y,No,23,3,3,80,1,28,2,2,28,5,14,15
56,No,Travel_Rarely,212,Research & Development,3,4,Life Sciences,1,543,3,Male,82,4,5,Sales Executive,4,Married,11345,5962,7,Y,Yes,14,3,1,80,1,17,6,2,17,7,11,11
31,No,Travel_Rarely,1135,Sales,29,3,Other,1,544,1,Female,95,1,5,Research Scientist,2,Single,16023,22863,4,Y,No,17,4,3,80,2,19,5,3,4,4,4,4
48,Yes,Travel_Rarely,1249,Research & Development,12,1,Other,1,545,4,Female,72,4,3,Manufacturing Director,2,Married,7556,13620,1,Y,Yes,24,4,4,80,2,16,5,4,11,6,11,11
22,No,Travel_Rarely,430,Research & Development,29,1,Medical,1,546,3,Male,52,4,1,Research Scientist,3,Single,6205,12154,8,Y,No,19,3,3,80,3,35,6,4,9,9,8,9
52,No,Travel_Rarely,1406,Research & Development,16,2,Other,1,547,2,Female,93,1,2,Laboratory Technician,2,Divorced,19412,7527,3,Y,No,12,3,2,80,3,36,6,3,36,17,6,11
40,No,Travel_Rarely,239,Sales,17,4,Medical,1,548,1,Male,38,3,2,Research Scientist,3,Divorced,12980,24706,3,Y,Yes,12,3,1,80,1,16,3,4,16,2,5,4
46,No,Travel_Rarely,1001,Human Resources,7,3,Life Sciences,1,549,3,Female,36,2,3,Healthcare Representative,4,Single,19576,19916,6,Y,No,16,3,2,80,1,31,2,4,31,10,7,17
60,Yes,Travel_Frequently,1220,Research & Development,13,4,Life Sciences,1,550,3,Male,70,2,3,Sales Representative,2,Single,16225,3446,9,Y,Yes,13,3,2,80,3,30,6,4,3,3,3,3
28,No,Travel_Rarely,616,Sales,24,2,Other,1,551,2,Female,83,4,2,Manufacturing Director,1,Married,11615,10330,9,Y,No,14,3,1,80,0,30,0,1,30,2,9,0
35,No,Travel_Rarely,668,Research & Development,2,5,Life Sciences,1,552,3,Male,94,3,2,Research Scientist,1,Divorced,7700,23388,5,Y,Yes,13,3,4,80,0,25,3,2,25,0,10,1
29,No,Travel_Frequently,945,Sales,4,1,Marketing,1,553,3,Male,31,2,1,Laboratory Technician,4,Married,8054,20858,3,Y,No,23,3,1,80,0,23,5,1,11,9,1,2
26,No,Travel_Rarely,1192,Research & Development,10,3,Medical,1,554,3,Male,33,1,5,Sales Executive,4,Married,11496,6654,5,Y,No,11,3,1,80,0,17,6,1,17,1,13,11
27,Yes,Travel_Rarely,217,Human Resources,7,5,Technical Degree,1,555,3,Male,61,1,1,Sales Executive,2,Married,2246,18677,2,Y,No,24,3,3,80,3,30,1,2,7,7,3,7
34,Yes,Travel_Rarely,987,Research & Development,24,2,Medical,1,556,2,Male,31,4,2,Sales Executive,3,Single,11318,17654,6,Y,Yes,24,3,1,80,2,31,2,1,31,8,4,6
55,No,Travel_Rarely,1182,Research & Development,17,4,Life Sciences,1,557,3,Male,93,3,5,Sales Executive,2,Married,7481,6518,5,Y,No,16,4,3,80,0,19,4,3,19,17,8,3
24,No,Non-Travel,1156,Research & Development,20,1,Life Sciences,1,558,3,Female,43,3,2,Sales Executive,3,Single,4567,9941,2,Y,No,21,3,2,80,3,39,3,1,39,8,4,11
30,No,Travel_Rarely,1441,Research & Development,6,3,Marketing,1,559,3,Female,49,2,1,Sales Executive,2,Married,6302,16289,0,Y,No,21,3,1,80,0,12,5,3,12,10,8,7
57,Yes,Non-Travel,149,Research & Development,19,5,Technical Degree,1,560,1,Female,78,2,1,Sales Executive,1,Single,13820,6891,9,Y,No,23,3,4,80,1,29,0,2,22,16,8,0
59,No,Travel_Rarely,118,Research & Development,5,5,Marketing,1,561,2,Female,37,1,1,Manufacturing Director,1,Married,19238,25278,4,Y,No,12,3,3,80,0,17,5,4,2,2,2,2
26,No,Travel_Rarely,825,Research & Development,10,1,Technical Degree,1,562,1,Female,92,4,5,Human Resources,3,Divorced,7371,26004,9,Y,No,12,3,3,80,3,34,4,2,34,17,4,0
44,No,Travel_Rarely,296,Human Resources,9,4,Life Sciences,1,563,1,Male,75,3,4,Sales Representative,2,Married,14320,16403,1,Y,No,17,3,4,80,1,38,6,2,38,17,13,14
19,No,Travel_Rarely,658,Research & Development,27,2,Other,1,564,2,Male,50,2,4,Sales Executive,4,Married,4191,24498,6,Y,Yes,15,3,3,80,1,34,6,1,20,11,11,12
22,No,Travel_Rarely,551,Sales,13,4,Marketing,1,565,1,Female,61,2,2,Laboratory Technician,3,Single,15307,21246,6,Y,No,18,3,3,80,0,18,0,2,6,6,1,6
46,Yes,Travel_Frequently,388,Human Resources,19,4,Life Sciences,1,566,1,Female,37,4,5,Manager,1,Married,17856,4501,3,Y,No,24,3,4,80,0,25,2,2,25,7,4,3
54,No,Travel_Frequently,1264,Research & Development,21,4,Medical,1,567,1,Male,45,4,3,Sales Executive,3,Single,6769,23975,5,Y,Yes,12,3,2,80,1,34,3,3,22,7,10,14
55,No,Travel_Rarely,1207,Research & Development,24,1,Other,1,568,2,Male,69,1,4,Manager,2,Married,8269,5885,0,Y,No,23,3,1,80,2,31,0,4,31,7,0,11
36,Yes,Non-Travel,490,Research & Development,6,1,Other,1,569,3,Male,56,4,5,Laboratory Technician,4,Single,1459,21771,1,Y,No,20,3,1,80,3,7,4,1,1,1,1,1
25,No,Travel_Frequently,314,Sales,4,2,Life Sciences,1,570,4,Female,47,1,5,Research Director,4,Single,14716,21324,5,Y,No,18,3,1,80,3,38,5,4,38,7,1,15
18,Yes,Travel_Rarely,314,Research & Development,24,4,Technical Degree,1,571,4,Male,64,1,4,Sales Representative,3,Single,2924,26320,1,Y,Yes,17,3,1,80,3,9,4,4,1,1,1,1
39,No,Travel_Rarely,227,Research & Development,27,1,Life Sciences,1,572,2,Female,81,4,5,Manufacturing Director,2,Single,10124,8602,3,Y,Yes,23,3,1,80,3,38,1,4,38,12,14,5
34,No,Travel_Rarely,859,Research & Development,3,2,Life Sciences,1,573,4,Female,44,4,5,Manufacturing Director,2,Married,8085,16501,3,Y,No,20,3,1,80,3,40,0,1,14,7,10,14
